Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total,Speed_IAS_in_knots
EPPLEY AIRFIELD,B-727,None,AMERICAN AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,145
GREATER PITTSBURGH,B-737-300,Substantial,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,None,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
INDIANAPOLIS INTL,B-737-200,Medium,SOUTHWEST AIRLINES,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,95
GREATER PITTSBURGH,DC-9,None,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,
HOUSTON-HOBBY,B-737-500,Minor,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150
PHILADELPHIA INTL,MD-80,None,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,135
PHILADELPHIA INTL,MD-80,None,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,145
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
MINETA SAN JOSE INTL,MERLIN III,None,SKYWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,103
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
MINETA SAN JOSE INTL,STINSON 108,None,UNKNOWN,California,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,40
SALT LAKE CITY INTL,B-727-200,None,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,
WILL ROGERS WORLD ARPT,B-727,None,FEDEX EXPRESS,Oklahoma,Descent,Large,Unknown bird - large,Night,0,0,0,250
AUSTIN-BERGSTROM INTL,B-737-200,None,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Climb,Small,Rock pigeon,Day,0,0,0,145
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
PORTLAND INTL (OR),MD-80,None,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,130
NEW ORLEANS INTL,B-737-300,None,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,MD-80,None,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,195
DALLAS/FORT WORTH INTL ARPT,DC-10,None,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,250
DETROIT METRO WAYNE COUNTY ARPT,DC-9,None,NORTHWEST AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
JOHN F KENNEDY INTL,A-300,None,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,B-727,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,Substantial,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
ATLANTA INTL,B-737,None,DELTA AIR LINES,Georgia,Climb,Small,European starling,Day,0,0,0,150
GREATER PITTSBURGH,B-737,None,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,180
GREATER PITTSBURGH,B-737-300,None,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Dusk,0,0,0,135
RONALD REAGAN WASHINGTON NATL,MD-82,None,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,240
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,135
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250
NASHVILLE INTL,B-727-200,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
LAMBERT-ST LOUIS INTL,MD-80,None,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SAN ANTONIO INTL,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
ATLANTIC CITY INTL,SAAB-340,None,BUSINESS,New Jersey,Landing Roll,Small,American robin,Day,0,0,0,100
GREATER PITTSBURGH,B-737-300,None,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
RONALD REAGAN WASHINGTON NATL,B-737-200,None,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727,None,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,150
HONOLULU INTL ARPT,DC-9-50,None,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
NEW ORLEANS INTL,DC-10-10,None,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,155
PORTLAND INTL (OR),C-560,None,BUSINESS,Oregon,Approach,Small,Rock pigeon,Day,0,0,0,115
ATLANTIC CITY INTL,CASA C-212,None,BUSINESS,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
INDIANAPOLIS INTL,B-737-200,None,US AIRWAYS*,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,100
RONALD REAGAN WASHINGTON NATL,MD-80,None,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,160
LAGUARDIA NY,MD-80,None,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,AMERICAN AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
ATLANTA INTL,MD-80,None,AMERICAN AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,135
LOUISVILLE INTL ARPT,B-727,None,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
GREATER PITTSBURGH,ATR-42,None,BUSINESS,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MERLIN III,None,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130
PHILADELPHIA INTL,B-737-300,None,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,T-38A,None,MILITARY,Louisiana,Climb,Small,Killdeer,Day,0,0,0,130
HOUSTON-HOBBY,B-737-300,None,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,160
LOS ANGELES INTL,B-737-200,Minor,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,320
PORT COLUMBUS INTL,DC-9-30,None,US AIRWAYS*,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,140
LAGUARDIA NY,B-727,None,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,210
ATLANTA INTL,MD-88,None,UNKNOWN,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NASHVILLE INTL,B-727-200,None,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
PORTLAND INTL (OR),DHC8 DASH 8,None,HORIZON AIR,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,125
ATLANTIC CITY INTL,F-16,None,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,5218,5218,0
NASHVILLE INTL,MD-80,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,123
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,170
MINETA SAN JOSE INTL,BA-146,None,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110
LOS ANGELES INTL,B-737-300,None,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,90
LAGUARDIA NY,B-737-400,Medium,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,UNKNOWN,Texas,Climb,Small,Rock pigeon,Day,0,0,0,110
SALT LAKE CITY INTL,B-737-200,None,BUSINESS,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
MINETA SAN JOSE INTL,AEROS 350,None,BUSINESS,California,Taxi,Small,Unknown bird - small,Day,0,0,0,10
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
NASHVILLE INTL,B-727-200,None,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,150
LAMBERT-ST LOUIS INTL,MD-83,None,AMERICAN AIRLINES,Missouri,Take-off run,Small,Rock pigeon,Day,0,0,0,125
PORTLAND INTL (OR),B-737,None,US AIRWAYS*,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135
LIHUE ARPT,BELL-206,Substantial,BUSINESS,Hawaii,Descent,Medium,Unknown bird - medium,Day,0,0,0,60
NEW ORLEANS INTL,B-727,None,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180
NASHVILLE INTL,B-727-200,None,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140
KANSAS CITY INTL,B-737,None,CONTINENTAL AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,127
DETROIT METRO WAYNE COUNTY ARPT,CITATION II,None,BUSINESS,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,115
DALLAS/FORT WORTH INTL ARPT,B-767-300,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
NASHVILLE INTL,B-727,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,125
ATLANTIC CITY INTL,C-137C,C,MILITARY,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,23656,23656,150
MINNEAPOLIS-ST PAUL INTL,SA227 AC METRO III,None,MESABA AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
NASHVILLE INTL,B-727-200,None,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
NEWARK LIBERTY INTL ARPT,DC-9,None,AIR CANADA,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,150
JOHN F KENNEDY INTL,DC-10-10,None,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,141
SACRAMENTO INTL,B-737-300,None,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SACRAMENTO INTL,MD-80,None,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,DC-10,None,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,180
SEATTLE-TACOMA INTL,B-737-300,Minor,AMERICA WEST AIRLINES,Washington,Approach,Large,Canada goose,Dusk,0,0,0,140
LOUISVILLE INTL ARPT,B-727,None,AMERICAN AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
BALTIMORE WASH INTL,B-737,None,DELTA AIR LINES,Maryland,Take-off run,Small,Rock pigeon,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,American robin,Day,0,0,0,140
ORLANDO INTL,DC-10-10,None,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,B-727,None,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEW ORLEANS INTL,MD-80,None,AMERICAN AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
HONOLULU INTL ARPT,B-737,None,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,190
JOHN F KENNEDY INTL,DC-10-10,None,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,UNITED AIRLINES,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
MEMPHIS INTL,B-737,None,UNITED AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-10-10,Minor,AMERICAN AIRLINES,Texas,Descent,Large,Unknown bird - large,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,UNKNOWN,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,200
LOGAN INTL,B-737,Substantial,US AIRWAYS*,Massachusetts,Take-off run,Medium,Herring gull,Day,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200
ATLANTA INTL,DC-9,None,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,170
CHICAGO O'HARE INTL ARPT,MD-80,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,150
HONOLULU INTL ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Night,0,0,0,120
HONOLULU INTL ARPT,B-737,None,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100
SAN ANTONIO INTL,B-737-300,None,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,210
LOGAN INTL,B-737-300,None,US AIRWAYS*,Massachusetts,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,190
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
BALTIMORE WASH INTL,B-727-100,None,AMERICAN AIRLINES,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,230
ATLANTIC CITY INTL,F-16,None,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0
ATLANTIC CITY INTL,F-16,None,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0
PHILADELPHIA INTL,MD-82,None,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140
ATLANTA INTL,DC-10,None,FEDEX EXPRESS,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,180
MINNEAPOLIS-ST PAUL INTL,B-727,None,UNITED AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
MINNEAPOLIS-ST PAUL INTL,MD-80,None,TRANS WORLD AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,210
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,146
LOS ANGELES INTL,BA-146-200,None,US AIRWAYS*,California,Climb,Small,Unknown bird - small,Night,0,0,0,200
HONOLULU INTL ARPT,DC-9-10,None,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-82,None,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,150
ATLANTA INTL,MD-88,None,DELTA AIR LINES,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140
ATLANTA INTL,MD-80,None,AMERICAN AIRLINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,133
INDIANAPOLIS INTL,B-727-200,None,AMERICAN AIRLINES,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
GREATER PITTSBURGH,MD-80,None,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,AMERICAN AIRLINES,Michigan,Approach,Small,Unknown bird - small,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
LOUISVILLE INTL ARPT,B-737-300,None,US AIRWAYS*,Kentucky,Descent,Large,Unknown bird - large,Night,0,0,0,250
LAGUARDIA NY,B-727-200,None,NORTHWEST AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,145
ORLANDO INTL,B-737-200,Minor,US AIRWAYS*,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEWARK LIBERTY INTL ARPT,MD-80,None,CONTINENTAL AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,160
HONOLULU INTL ARPT,E-6,None,MILITARY,Hawaii,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,0
LAMBERT-ST LOUIS INTL,L-1011,Medium,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,
BALTIMORE WASH INTL,B-727,None,ASTAR AIR CARGO,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,
BALTIMORE WASH INTL,B-737,None,US AIRWAYS*,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,B-757-200,None,AMERICA WEST AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,B-767,None,DELTA AIR LINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
JOHN F KENNEDY INTL,B-767,None,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,127
LAGUARDIA NY,B-757-200,None,DELTA AIR LINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,220
NEWARK LIBERTY INTL ARPT,B-737,None,CONTINENTAL AIRLINES,New Jersey,Climb,Medium,Unknown bird - medium,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,MD-80,None,CONTINENTAL AIRLINES,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
NEWARK LIBERTY INTL ARPT,MD-80,None,CONTINENTAL AIRLINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,180
MEMPHIS INTL,SAAB-340,None,PINNACLE,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
RONALD REAGAN WASHINGTON NATL,B-727-200,Minor,US AIRWAYS*,DC,Approach,Large,Unknown bird - large,Day,0,0,0,120
RONALD REAGAN WASHINGTON NATL,B-737,None,US AIRWAYS*,DC,Approach,Large,Canada goose,Day,0,0,0,120
HONOLULU INTL ARPT,E-6,None,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,30
RONALD REAGAN WASHINGTON NATL,DC-9-30,None,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
ATLANTIC CITY INTL,PA-31 NAVAJO,None,UNKNOWN,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,185
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,B-767,None,AMERICAN AIRLINES,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
PORTLAND INTL (OR),MD-80,None,AMERICAN AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,0
EPPLEY AIRFIELD,MD-82,None,AMERICAN AIRLINES,Nebraska,Descent,Medium,Unknown bird - medium,Night,0,0,0,230
CHARLESTON AFB/INTL ARPT,B-737-200,Medium,US AIRWAYS*,South Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,245
JOHN F KENNEDY INTL,A-300,Substantial,AMERICAN AIRLINES,New York,Descent,Medium,Unknown bird - medium,Night,0,136109,136109,
LOGAN INTL,B-757-200,Medium,DELTA AIR LINES,Massachusetts,Approach,Small,Mourning dove,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,B-727,None,US AIRWAYS*,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
WASHINGTON DULLES INTL ARPT,B-767-200,None,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,150
PORTLAND INTL (OR),BE-300 KING,Minor,BUSINESS,Oregon,Approach,Large,Unknown bird - large,Dusk,17394,1739,19133,175
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Dawn,0,0,0,150
METRO OAKLAND INTL,MD-82,None,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,145
LOS ANGELES INTL,B-737,None,AMERICA WEST AIRLINES,California,Climb,Small,Rock pigeon,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
ORLANDO INTL,MD-80,None,US AIRWAYS*,Florida,Climb,Small,European starling,Day,0,0,0,125
LOGAN INTL,B-737-200,None,US AIRWAYS*,Massachusetts,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BALTIMORE WASH INTL,BE-200 KING,None,UNKNOWN,Maryland,Climb,Small,Mourning dove,Day,0,0,0,
